external_course_id,title,organization,certificate_type,duration,rating,reviews_num,difficulty,external_url,students_enrolled
696,Salesforce Sales Development Representative,Salesforce,Professional Certificate,3 - 6 Months,4.5,393,Beginner,https://www.coursera.org/professional-certificates/sales-development-representative,32074.0
697,Salesforce Sales Operations,Salesforce,Professional Certificate,3 - 6 Months,4.6,1.1k,Beginner,https://www.coursera.org/professional-certificates/salesforce-sales-operations,38660.0
698,Satisfaction Guaranteed Develop Customer Loyalty Online,Google,Course,1 - 4 Weeks,4.8,2k,Beginner,https://www.coursera.org/learn/satisfaction-guaranteed,69735.0
699,School Health for Children and Adolescents,University of Colorado System,Specialization,3 - 6 Months,4.8,2.7k,Beginner,https://www.coursera.org/specializations/school-health-for-children-and-adolescents,19120.0
700,Science of Exercise,University of Colorado Boulder,Course,1 - 4 Weeks,4.8,4.4k,Beginner,https://www.coursera.org/learn/science-exercise,330501.0
701,Scrum Master,SkillUp EdTech,Specialization,3 - 6 Months,4.6,64,Beginner,https://www.coursera.org/specializations/skillup-edtech-scrummaster,47565.0
702,Security Analyst Fundamentals,IBM,Specialization,3 - 6 Months,4.7,3.6k,Beginner,https://www.coursera.org/specializations/security-analyst-fundamentals,9872.0
703,Security Principles,ISC2,Course,1 - 3 Months,4.7,166,Beginner,https://www.coursera.org/learn/-security-principles,10313.0
704,Security in Google Cloud,Google Cloud,Specialization,3 - 6 Months,4.7,48k,Intermediate,https://www.coursera.org/specializations/security-google-cloud-platform,21352.0
705,Sequence Models,DeepLearning.AI,Course,1 - 4 Weeks,4.8,29.6k,Intermediate,https://www.coursera.org/learn/nlp-sequence-models,386657.0
706,"Sequences, Time Series and Prediction",DeepLearning.AI,Course,1 - 4 Weeks,4.7,4.9k,Intermediate,https://www.coursera.org/learn/tensorflow-sequences-time-series-and-prediction,125323.0
707,Share Data Through the Art of Visualization,Google,Course,1 - 4 Weeks,4.6,7.6k,Beginner,https://www.coursera.org/learn/visualize-data,430820.0
708,Six Sigma Black Belt,University System of Georgia,Specialization,3 - 6 Months,4.6,448,Intermediate,https://www.coursera.org/specializations/six-sigma-black-belt,13523.0
709,Six Sigma Green Belt,University System of Georgia,Specialization,3 - 6 Months,4.7,4k,Intermediate,https://www.coursera.org/specializations/six-sigma-green-belt,59371.0
710,Six Sigma Yellow Belt,University System of Georgia,Specialization,3 - 6 Months,4.6,8.9k,Beginner,https://www.coursera.org/specializations/six-sigma-fundamentals,100147.0
711,Social Media Management,Meta,Course,1 - 4 Weeks,4.9,4.5k,Beginner,https://www.coursera.org/learn/social-media-management,155982.0
712,Social Media Marketing,Northwestern University,Specialization,3 - 6 Months,4.6,5.3k,Beginner,https://www.coursera.org/specializations/social-media-marketing,101702.0
713,Social Media Marketing in Practice,Digital Marketing Institute,Specialization,3 - 6 Months,4.5,304,Beginner,https://www.coursera.org/specializations/social-media-marketing-practice,15323.0
714,Social and Economic Networks Models and Analysis,Stanford University,Course,1 - 3 Months,4.8,712,Advanced,https://www.coursera.org/learn/social-economic-networks,67579.0
715,Software Architecture for Big Data,University of Colorado Boulder,Specialization,1 - 3 Months,3.3,31,Advanced,https://www.coursera.org/specializations/software-architecture-big-data,2433.0
716,Software Design and Architecture,University of Alberta,Specialization,3 - 6 Months,4.6,3.6k,Beginner,https://www.coursera.org/specializations/software-design-architecture,66856.0
717,Software Development Lifecycle,University of Minnesota,Specialization,3 - 6 Months,4.7,9k,Intermediate,https://www.coursera.org/specializations/software-development-lifecycle,53694.0
718,Software Product Management,University of Alberta,Specialization,3 - 6 Months,4.7,11.3k,Beginner,https://www.coursera.org/specializations/product-management,75657.0
719,Software Testing and Automation,University of Minnesota,Specialization,3 - 6 Months,4.3,763,Intermediate,https://www.coursera.org/specializations/software-testing-automation,53838.0
720,Solar Energy Basics,The State University of New York,Course,1 - 3 Months,4.8,2.3k,Beginner,https://www.coursera.org/learn/solar-energy-basics,96030.0
721,"Songwriting Writing, Arranging, and Producing Music",Berklee,Specialization,3 - 6 Months,4.8,2k,Beginner,https://www.coursera.org/specializations/songwriting,9978.0
722,Soporte de Tecnologias de la Informacion de Google,Google,Professional Certificate,3 - 6 Months,4.9,14.5k,Beginner,https://www.coursera.org/professional-certificates/soporte-de-tecnologias-de-informacion-google,91508.0
723,Sound the Alarm Detection and Response,Google,Course,1 - 4 Weeks,4.8,671,Beginner,https://www.coursera.org/learn/detection-and-response,57310.0
724,"Spark, Hadoop, and Snowflake for Data Engineering",Duke University,Course,1 - 4 Weeks,4.7,,Advanced,https://www.coursera.org/learn/spark-hadoop-snowflake-data-engineering,47565.0
725,"Speak English Professionally In Person, Online On the Phone",Georgia Institute of Technology,Course,1 - 3 Months,4.7,9.9k,Mixed,https://www.coursera.org/learn/speak-english-professionally,891265.0
726,Sports Performance Analytics,University of Michigan,Specialization,3 - 6 Months,4.5,203,Intermediate,https://www.coursera.org/specializations/sports-analytics,11091.0
727,Spring Framework,LearnQuest,Specialization,1 - 3 Months,3.9,460,Beginner,https://www.coursera.org/specializations/spring-framework,15250.0
728,Stanford Introduction to Food and Health,Stanford University,Course,1 - 3 Months,4.7,30.2k,Beginner,https://www.coursera.org/learn/food-and-health,867047.0
729,"Start the UX Design Process Empathize, Define, and Ideate",Google,Course,1 - 4 Weeks,4.8,13.3k,Beginner,https://www.coursera.org/learn/start-ux-design-process,423355.0
730,Statistical Analysis with R for Public Health,Imperial College London,Specialization,3 - 6 Months,4.7,1.8k,Beginner,https://www.coursera.org/specializations/statistical-analysis-r-public-health,30316.0
731,Statistics with Python,University of Michigan,Specialization,1 - 3 Months,4.6,3.1k,Beginner,https://www.coursera.org/specializations/statistics-with-python,77446.0
732,Strategic Leadership and Management,University of Illinois at Urbana-Champaign,Specialization,3 - 6 Months,4.8,8.7k,Beginner,https://www.coursera.org/specializations/strategic-leadership,108408.0
733,"Strategic Leadership Impact, Change, and Decision-Making",Dartmouth College,Specialization,3 - 6 Months,4.8,319,Beginner,https://www.coursera.org/specializations/strategic-leadership-impact-change-decision-making,9599.0
734,Strategic Management and Innovation,Copenhagen Business School,Specialization,3 - 6 Months,4.7,4.8k,Beginner,https://www.coursera.org/specializations/strategic-management,49516.0
735,Strategic Sales Management,Fundacao Instituto de Administracao,Specialization,3 - 6 Months,4.5,425,Intermediate,https://www.coursera.org/specializations/sales-management-bridging-gap-strategy-sales,12184.0
736,Structuring Machine Learning Projects,DeepLearning.AI,Course,1 - 4 Weeks,4.8,49.4k,Beginner,https://www.coursera.org/learn/machine-learning-projects,436780.0
737,Successful Negotiation Essential Strategies and Skills,University of Michigan,Course,1 - 3 Months,4.8,18.7k,Beginner,https://www.coursera.org/learn/negotiation-skills,1471908.0
738,Supervised Machine Learning Regression and Classification,DeepLearning.AI,Course,1 - 4 Weeks,4.9,14.7k,Beginner,https://www.coursera.org/learn/machine-learning,468943.0
739,Suporte em TI do Google,Google,Professional Certificate,3 - 6 Months,4.9,6k,Beginner,https://www.coursera.org/professional-certificates/suporte-em-ti-do-google,48447.0
740,Supply Chain Analytics,Rutgers the State University of New Jersey,Specialization,3 - 6 Months,4.6,1.9k,Beginner,https://www.coursera.org/specializations/supply-chain-analytics,47565.0
741,Supply Chain Logistics,Rutgers the State University of New Jersey,Course,1 - 4 Weeks,4.8,10.2k,Beginner,https://www.coursera.org/learn/supply-chain-logistics,241914.0
742,Supply Chain Management,Rutgers the State University of New Jersey,Specialization,3 - 6 Months,4.7,13.8k,Beginner,https://www.coursera.org/specializations/supply-chain-management,162899.0
743,Supply Chain Principles,Georgia Institute of Technology,Course,1 - 3 Months,4.6,2k,Mixed,https://www.coursera.org/learn/supply-chain-principles,86164.0
744,Survey Data Collection and Analytics,"University of Maryland, College Park",Specialization,3 - 6 Months,4.3,1.3k,Beginner,https://www.coursera.org/specializations/data-collection,18545.0
745,System Administration and IT Infrastructure Services,Google,Course,1 - 3 Months,4.7,23.6k,Beginner,https://www.coursera.org/learn/system-administration-it-infrastructure-services,389938.0
746,Systems Biology and Biotechnology,Icahn School of Medicine at Mount Sinai,Specialization,3 - 6 Months,4.4,929,Intermediate,https://www.coursera.org/specializations/systems-biology,22565.0
747,"TESOL Certificate, Part 1 Teach English Now",Arizona State University,Specialization,3 - 6 Months,4.9,16.9k,Beginner,https://www.coursera.org/specializations/tesol,76383.0
748,"TESOL Certificate, Part 2 Teach English Now",Arizona State University,Specialization,3 - 6 Months,4.9,3.7k,Beginner,https://www.coursera.org/specializations/tesol-certificate-2,28610.0
749,Tableau Business Intelligence Analyst,Tableau Learning Partner,Professional Certificate,3 - 6 Months,4.8,72,Beginner,https://www.coursera.org/professional-certificates/tableau-business-intelligence-analyst,5132.0
750,Talent Acquisition,HRCI,Course,1 - 4 Weeks,4.8,188,Beginner,https://www.coursera.org/learn/talent-acquisition,15469.0
751,Tally Bookkeeper,Tally Education,Professional Certificate,3 - 6 Months,4.5,90,Beginner,https://www.coursera.org/professional-certificates/tally-bookkeeper,6996.0
752,Teamwork Skills Communicating Effectively in Groups,University of Colorado Boulder,Course,1 - 4 Weeks,4.7,3.2k,Beginner,https://www.coursera.org/learn/teamwork-skills-effective-communication,199099.0
753,Technical Support Fundamentals,Google,Course,1 - 3 Months,4.8,145.1k,Beginner,https://www.coursera.org/learn/technical-support-fundamentals,1619616.0
754,TensorFlow Advanced Techniques,DeepLearning.AI,Specialization,3 - 6 Months,4.8,1.4k,Intermediate,https://www.coursera.org/specializations/tensorflow-advanced-techniques,25821.0
755,TensorFlow Data and Deployment,DeepLearning.AI,Specialization,3 - 6 Months,4.6,1.3k,Intermediate,https://www.coursera.org/specializations/tensorflow-data-and-deployment,32969.0
756,Terrorism and Counterterrorism Comparing Theory and Practice,Universiteit Leiden,Course,1 - 3 Months,4.8,3.1k,Beginner,https://www.coursera.org/learn/terrorism,118500.0
757,The Art of Visual Storytelling,University of Colorado Boulder,Specialization,3 - 6 Months,4.6,28,Beginner,https://www.coursera.org/specializations/the-art-of-visual-storytelling,3908.0
758,The Arts and Science of Relationships Understanding Human Needs,University of Toronto,Course,1 - 3 Months,4.5,1.6k,Beginner,https://www.coursera.org/learn/human-needs,206340.0
759,The Bits and Bytes of Computer Networking,Google,Course,1 - 3 Months,4.7,46.2k,Beginner,https://www.coursera.org/learn/computer-networking,684788.0
760,The Business of Health Care,University of Pennsylvania,Specialization,3 - 6 Months,4.6,1.7k,Beginner,https://www.coursera.org/specializations/healthcare-administration-management,18237.0
761,The Business of Music Production,Berklee,Specialization,3 - 6 Months,4.8,4.9k,Beginner,https://www.coursera.org/specializations/business-music-production,9178.0
762,The DIY Musician,Berklee,Specialization,3 - 6 Months,4.7,3.4k,Beginner,https://www.coursera.org/specializations/diy-musician,18128.0
763,The Fundamentals of Personal Finance,SoFi,Specialization,3 - 6 Months,4.6,219,Beginner,https://www.coursera.org/specializations/personal-finance-fundamentals,9020.0
764,The Manager's Toolkit A Practical Guide to Managing People at Work,University of London,Course,1 - 3 Months,4.7,3.6k,Mixed,https://www.coursera.org/learn/people-management,147248.0
765,The Materiality of ESG Factors,University of Pennsylvania,Specialization,3 - 6 Months,4.7,858,Beginner,https://www.coursera.org/specializations/materiality-esg-factors,13321.0
766,The Path to Insights Data Models and Pipelines,Google,Course,1 - 4 Weeks,4.7,249,Advanced,https://www.coursera.org/learn/the-path-to-insights-data-models-and-pipelines,18866.0
767,The Power of Statistics,Google,Course,1 - 3 Months,4.8,270,Advanced,https://www.coursera.org/learn/the-power-of-statistics,22700.0
768,The Pronunciation of American English,"University of California, Irvine",Specialization,3 - 6 Months,4.8,955,Beginner,https://www.coursera.org/specializations/american-english-pronunciation,36409.0
769,The Science of Well-Being,Yale University,Course,1 - 3 Months,4.9,36.8k,Mixed,https://www.coursera.org/learn/the-science-of-well-being,4594817.0
770,The Singer Songwriter,Berklee,Specialization,3 - 6 Months,4.8,4.1k,Beginner,https://www.coursera.org/specializations/singer-songwriter,22093.0
771,The Strategy of Content Marketing,"University of California, Davis",Course,1 - 3 Months,4.5,4.2k,Intermediate,https://www.coursera.org/learn/content-marketing,484753.0
772,The hidden value Lean in manufacturing and services,Ecole des Ponts ParisTech,Course,1 - 4 Weeks,4.8,772,Beginner,https://www.coursera.org/learn/lean-manufacturing-services,30952.0
773,Think Outside the Inbox Email Marketing,Google,Course,1 - 3 Months,4.8,1.4k,Beginner,https://www.coursera.org/learn/think-outside-the-inbox,97239.0
774,Think like a CFO,IESE Business School,Specialization,3 - 6 Months,4.8,5.7k,Beginner,https://www.coursera.org/specializations/thinklikeacfo,14114.0
775,Tools for Data Science,IBM,Course,1 - 3 Months,4.5,27.5k,Beginner,https://www.coursera.org/learn/open-source-tools-for-data-science,417032.0
776,Tools of the Trade Linux and SQL,Google,Course,1 - 4 Weeks,4.8,1.5k,Beginner,https://www.coursera.org/learn/linux-and-sql,83945.0
777,Trading Strategies in Emerging Markets,Indian School of Business,Specialization,3 - 6 Months,4.2,2.6k,Beginner,https://www.coursera.org/specializations/trading-strategy,61143.0
778,Transforming the Fashion Business,"Parsons School of Design, The New School",Specialization,1 - 3 Months,4.7,414,Intermediate,https://www.coursera.org/specializations/transforming-fashion-business,10969.0
779,U.S. Federal Taxation,University of Illinois at Urbana-Champaign,Specialization,3 - 6 Months,4.8,820,Intermediate,https://www.coursera.org/specializations/united-states-federal-taxation,15895.0
780,UCI Project Management,"University of California, Irvine",Professional Certificate,3 - 6 Months,4.7,276,Beginner,https://www.coursera.org/professional-certificate/applied-project-management,1638.0
781,UI UX Design,California Institute of the Arts,Specialization,3 - 6 Months,4.7,7.2k,Beginner,https://www.coursera.org/specializations/ui-ux-design,168771.0
782,Uncommon Sense Teaching,Deep Teaching Solutions,Specialization,1 - 3 Months,4.9,610,Beginner,https://www.coursera.org/specializations/uncommon-sense-teaching-certificate,3014.0
783,Understanding Clinical Research Behind the Statistics,University of Cape Town,Course,1 - 3 Months,4.8,3.2k,Beginner,https://www.coursera.org/learn/clinical-research,157979.0
784,Understanding the Brain The Neurobiology of Everyday Life,The University of Chicago,Course,1 - 3 Months,4.9,2.7k,Beginner,https://www.coursera.org/learn/neurobiology,314934.0
785,"Unsupervised Learning, Recommenders, Reinforcement Learning",DeepLearning.AI,Course,1 - 4 Weeks,4.9,1.9k,Beginner,https://www.coursera.org/learn/unsupervised-learning-recommenders-reinforcement-learning,131435.0
786,User Experience Research and Design,University of Michigan,Specialization,3 - 6 Months,4.7,2k,Beginner,https://www.coursera.org/specializations/michiganux,52910.0
787,Using Public Policy for Social Change,University of Michigan,Course,1 - 4 Weeks,4.7,,Beginner,https://www.coursera.org/learn/using-public-policy-for-social-change,47565.0
788,Using Python to Access Web Data,University of Michigan,Course,1 - 3 Months,4.8,43.7k,Beginner,https://www.coursera.org/learn/python-network-data,638109.0
789,Using Python to Interact with the Operating System,Google,Course,1 - 3 Months,4.7,5.8k,Beginner,https://www.coursera.org/learn/python-operating-system,216381.0
790,Value Chain Management,University of Illinois at Urbana-Champaign,Specialization,3 - 6 Months,4.7,4.8k,Intermediate,https://www.coursera.org/specializations/value-chain-management,39413.0
791,Value-Based Care,University of Houston,Specialization,3 - 6 Months,4.7,231,Beginner,https://www.coursera.org/specializations/value-based-care,6467.0
792,Version Control,Meta,Course,1 - 4 Weeks,4.6,2.4k,Beginner,https://www.coursera.org/learn/introduction-to-version-control,101652.0
793,Viral Marketing and How to Craft Contagious Content,University of Pennsylvania,Course,1 - 4 Weeks,4.8,5.1k,Mixed,https://www.coursera.org/learn/wharton-contagious-viral-marketing,286276.0
794,Visual Elements of User Interface Design,California Institute of the Arts,Course,1 - 3 Months,4.7,5.7k,Beginner,https://www.coursera.org/learn/visual-elements-user-interface-design,226254.0
795,Visualizing the Living Body Diagnostic Imaging,Yale University,Course,1 - 3 Months,4.8,171,Intermediate,https://www.coursera.org/learn/diagnosticimaging,21131.0
796,Vital Signs Understanding What the Body Is Telling Us,University of Pennsylvania,Course,1 - 3 Months,4.8,6k,Mixed,https://www.coursera.org/learn/vital-signs,349514.0
797,Vivre avec le TDAH a travers les ages,University of Geneva,Course,1 - 3 Months,4.9,67,Beginner,https://www.coursera.org/learn/tdah,7016.0
798,Water Cooperation and Diplomacy,University of Geneva,Course,1 - 3 Months,4.7,,Intermediate,https://www.coursera.org/learn/water-cooperation-and-diplomacy,47565.0
799,Web Applications for Everybody,University of Michigan,Specialization,3 - 6 Months,4.7,8.9k,Intermediate,https://www.coursera.org/specializations/web-applications,117127.0
800,Web Design for Everybody Basics of Web Development Coding,University of Michigan,Specialization,3 - 6 Months,4.7,34.1k,Beginner,https://www.coursera.org/specializations/web-design,295119.0
801,What is Compliance,University of Pennsylvania,Course,1 - 4 Weeks,4.8,1.1k,Mixed,https://www.coursera.org/learn/what-is-compliance,28380.0
802,What is Data Science,IBM,Course,1 - 4 Weeks,4.7,65.9k,Beginner,https://www.coursera.org/learn/what-is-datascience,871872.0
803,Wind Energy,Technical University of Denmark (DTU),Course,3 - 6 Months,4.7,7k,Mixed,https://www.coursera.org/learn/wind-energy,157149.0
804,Work Smarter with Microsoft Excel,Microsoft,Course,1 - 3 Months,4.7,1.4k,Beginner,https://www.coursera.org/learn/microsoft-excel-work-smarter,103317.0
805,Work Smarter with Microsoft Word,Microsoft,Course,1 - 3 Months,4.7,936,Beginner,https://www.coursera.org/learn/microsoft-word-work-smarter,66198.0
806,Write A Feature Length Screenplay For Film Or Television,Michigan State University,Course,3 - 6 Months,4.5,191,Beginner,https://www.coursera.org/learn/write-a-feature-length-screenplay-for-film-or-television,65654.0
807,Write Professional Emails in English,Georgia Institute of Technology,Course,1 - 3 Months,4.8,16.7k,Mixed,https://www.coursera.org/learn/professional-emails-english,912865.0
808,Write Your First Novel,Michigan State University,Course,3 - 6 Months,4.3,282,Beginner,https://www.coursera.org/learn/write-your-first-novel,143100.0
809,Writing in the Sciences,Stanford University,Course,1 - 3 Months,4.9,8.1k,Beginner,https://www.coursera.org/learn/sciwrite,467216.0
