Hours_Studied,Attendance,Previous_Scores,Sleep_Hours,Tutoring_Sessions,Physical_Activity,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Motivation_Level,Internet_Access,Family_Income,Peer_Influence,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,GROUP,GROUP_LABEL,Exam_Score
24,90,83,7,0,3,0,0,0,1,1,0,2,0,1,2,1,2,Khá,68
18,80,55,8,2,3,1,1,0,0,1,0,1,0,0,1,1,0,Yếu,63
22,63,85,7,4,3,1,2,1,1,1,2,0,0,1,2,0,2,Khá,68
19,89,95,7,0,3,2,1,1,1,1,1,2,0,0,2,1,3,Giỏi,70
21,92,51,8,0,2,1,0,1,0,1,1,1,0,1,1,1,1,Trung bình,66
24,72,78,6,0,6,2,2,0,2,1,0,0,0,0,2,0,2,Khá,68
15,87,80,4,0,3,2,0,1,2,1,0,2,0,1,2,1,1,Trung bình,67
33,77,85,5,0,5,0,2,1,1,1,0,1,0,0,0,0,2,Khá,69
14,96,69,9,0,3,1,0,1,2,1,1,0,1,1,2,0,1,Trung bình,66
13,94,91,7,3,3,1,1,1,0,1,0,1,0,0,2,1,2,Khá,68
27,81,77,7,2,2,1,1,1,1,1,1,1,1,2,1,0,2,Khá,69
25,88,70,7,1,3,1,1,1,0,1,1,2,0,2,1,1,3,Giỏi,70
24,95,86,8,1,3,1,2,1,2,1,1,1,0,1,2,1,3,Giỏi,74
24,80,96,7,0,0,1,2,1,2,1,0,2,0,1,1,0,3,Giỏi,70
20,73,91,7,1,2,1,1,1,0,1,1,1,0,2,1,1,1,Trung bình,66
15,90,97,8,1,3,2,1,1,1,1,0,0,0,1,2,0,2,Khá,69
20,69,63,6,0,3,1,2,0,0,1,0,0,0,2,2,1,0,Yếu,64
16,76,56,8,1,1,0,2,1,1,0,0,2,0,0,2,1,0,Yếu,62
26,95,77,7,0,3,0,2,0,1,1,1,1,0,0,1,0,3,Giỏi,70
19,89,52,7,2,4,2,1,1,1,1,1,0,0,0,1,1,2,Khá,68
15,76,84,6,0,3,1,1,1,0,1,1,1,0,1,2,0,0,Yếu,65
18,69,62,7,3,3,2,2,0,0,1,1,2,0,0,1,1,0,Yếu,65
22,74,73,6,3,4,2,2,1,0,1,2,2,0,2,1,0,3,Giỏi,71
17,71,83,9,2,5,2,1,1,0,1,1,1,0,0,2,1,1,Trung bình,66
15,67,74,4,0,3,1,1,0,1,1,0,0,0,1,1,1,0,Yếu,61
21,90,62,8,2,5,0,1,1,0,1,1,0,1,0,2,1,1,Trung bình,67
21,70,94,4,0,2,0,2,1,1,1,0,1,0,1,0,1,0,Yếu,65
17,78,88,8,0,3,1,2,0,1,1,0,0,0,0,2,0,0,Yếu,65
17,75,80,6,1,5,1,2,1,1,0,0,2,0,0,1,1,0,Yếu,65
21,99,85,8,4,4,1,1,0,2,1,1,2,0,0,1,1,3,Giỏi,73
11,76,71,7,1,2,1,1,1,1,0,1,1,0,1,2,1,0,Yếu,62
12,63,69,5,0,2,1,2,1,0,1,1,0,0,1,1,0,0,Yếu,60
16,64,58,9,1,3,0,1,1,0,1,1,2,0,1,1,0,0,Yếu,61
19,84,90,8,2,3,0,1,1,2,1,0,1,0,2,0,1,1,Trung bình,67
22,84,69,8,3,4,2,1,0,1,0,1,1,0,1,2,1,3,Giỏi,70
29,77,85,6,1,1,0,2,0,1,1,1,2,0,1,2,1,2,Khá,69
25,77,65,8,0,5,1,0,1,2,0,1,2,0,1,0,0,1,Trung bình,66
19,62,90,5,2,3,1,1,0,0,1,0,2,0,1,1,1,0,Yếu,64
20,81,55,4,1,2,2,1,1,1,1,2,2,0,2,1,1,2,Khá,68
14,80,81,5,1,4,2,1,1,1,1,0,2,0,2,0,0,1,Trung bình,67
20,66,90,6,0,1,1,1,0,2,1,1,1,0,1,2,0,0,Yếu,64
18,64,83,6,2,2,1,1,1,2,1,0,2,0,1,2,1,0,Yếu,65
22,65,85,6,2,3,0,2,1,1,1,2,2,1,2,2,0,1,Trung bình,66
15,64,76,6,2,4,1,1,1,2,1,1,2,1,0,2,0,0,Yếu,63
23,84,78,6,2,2,2,1,1,0,1,0,0,0,0,1,0,2,Khá,68
29,68,53,4,1,4,1,2,1,1,1,1,0,0,0,0,1,1,Trung bình,66
19,70,63,7,3,5,1,1,0,0,0,0,1,0,0,2,1,0,Yếu,63
22,67,86,7,1,3,0,1,0,0,1,0,2,0,0,1,0,0,Yếu,63
24,98,97,6,1,4,2,1,1,1,1,1,2,0,1,0,1,3,Giỏi,74
18,94,77,9,1,2,1,2,1,0,1,1,2,0,1,1,1,3,Giỏi,70
21,69,86,7,2,3,2,2,1,1,1,0,1,0,0,2,1,2,Khá,68
20,73,84,7,0,4,1,1,1,1,1,1,1,0,2,1,0,1,Trung bình,66
21,68,100,8,0,4,1,0,0,0,1,1,2,0,0,0,1,0,Yếu,63
15,80,90,5,4,3,0,2,0,1,1,0,2,0,1,0,0,1,Trung bình,67
20,61,81,7,1,3,1,1,0,1,1,1,1,0,0,1,1,0,Yếu,62
23,87,56,8,1,3,2,2,0,1,1,1,2,0,2,1,1,3,Giỏi,71
29,81,68,7,2,4,2,1,0,1,1,1,1,0,2,2,1,3,Giỏi,72
26,96,63,5,1,2,1,1,1,1,0,2,2,0,2,2,1,3,Giỏi,72
33,67,93,6,0,3,1,1,1,2,1,0,1,0,0,0,0,2,Khá,68
15,92,72,7,1,5,1,0,1,0,1,1,0,0,0,2,0,1,Trung bình,66
25,92,77,4,0,3,1,1,0,1,1,0,2,0,0,2,1,3,Giỏi,70
21,65,98,5,2,4,1,0,1,2,0,0,2,0,2,2,1,1,Trung bình,66
33,76,92,10,1,3,1,1,1,0,1,2,2,0,2,2,0,3,Giỏi,72
15,67,89,8,0,4,2,1,1,0,1,2,1,0,0,1,0,0,Yếu,64
15,70,57,9,1,3,2,1,0,1,1,1,0,0,0,2,0,0,Yếu,63
16,71,51,8,0,2,1,1,0,1,1,0,0,0,2,0,0,0,Yếu,61
7,82,56,8,0,2,2,2,1,1,1,0,0,0,0,0,1,0,Yếu,62
17,76,87,7,1,4,1,2,0,2,1,1,2,0,0,2,0,2,Khá,68
15,98,71,8,1,3,0,1,1,0,1,1,2,0,0,2,1,2,Khá,68
21,65,56,9,1,5,0,1,0,2,1,1,2,0,0,1,1,0,Yếu,63
22,99,87,8,1,4,1,0,1,0,1,1,1,0,0,1,0,3,Giỏi,70
31,69,60,7,1,3,2,0,1,1,1,0,1,0,2,2,0,2,Khá,68
26,91,79,7,1,5,2,1,1,1,1,0,1,0,0,2,0,3,Giỏi,72
17,74,87,8,4,3,1,1,1,1,1,0,2,0,1,2,1,1,Trung bình,67
15,66,80,6,1,1,0,2,0,1,0,0,1,0,1,2,1,0,Yếu,61
23,94,100,8,0,3,0,1,0,1,0,0,1,0,2,2,1,2,Khá,69
12,72,72,6,2,2,1,0,1,2,1,0,0,0,0,1,0,0,Yếu,61
31,86,66,6,3,3,2,2,1,1,1,1,2,0,1,1,1,3,Giỏi,75
27,83,60,5,0,2,2,0,0,1,1,2,1,0,1,1,0,2,Khá,68
17,79,75,6,1,4,1,0,1,0,1,1,1,0,0,2,1,0,Yếu,65
10,80,93,6,4,3,2,1,1,2,1,1,0,0,1,1,0,1,Trung bình,67
28,89,97,10,3,6,1,2,1,2,1,1,0,0,0,2,0,3,Giỏi,75
19,64,99,6,1,3,0,1,0,1,1,1,2,0,1,2,1,0,Yếu,64
27,87,77,8,1,4,1,1,0,1,1,0,1,0,0,1,1,3,Giỏi,70
10,96,80,6,0,4,2,2,0,1,0,1,1,0,0,1,0,1,Trung bình,67
16,62,79,7,2,3,1,1,1,0,1,1,1,0,0,2,1,0,Yếu,63
20,66,73,7,1,4,2,2,0,1,1,1,0,0,1,2,0,0,Yếu,65
20,89,58,4,1,3,1,1,1,1,1,1,2,0,0,0,0,1,Trung bình,67
17,77,53,5,2,3,0,2,1,1,1,2,1,0,1,2,1,3,Giỏi,86
24,76,72,6,3,3,0,2,0,2,1,1,1,1,0,1,0,1,Trung bình,67
14,65,59,5,1,4,2,1,0,0,1,2,2,0,2,0,1,0,Yếu,63
19,80,94,7,0,3,1,1,0,1,1,1,1,0,1,1,0,1,Trung bình,66
21,65,88,7,2,1,2,2,0,0,1,0,1,0,0,2,1,0,Yếu,65
23,79,81,5,1,3,1,1,0,1,1,1,1,0,0,2,0,1,Trung bình,67
24,91,52,7,0,4,1,1,0,0,1,2,1,0,1,2,1,2,Khá,69
13,70,81,6,2,2,2,2,0,1,1,1,2,0,2,2,1,1,Trung bình,66
11,79,81,7,1,2,1,1,1,1,1,2,1,0,0,1,1,0,Yếu,64
28,100,72,6,1,2,2,0,1,1,1,0,0,0,2,2,0,3,Giỏi,73
22,87,83,8,1,1,0,1,0,0,1,0,1,0,1,0,1,1,Trung bình,66
16,94,93,9,1,4,1,1,0,0,1,0,0,0,2,2,0,2,Khá,68
29,77,88,8,0,4,2,0,1,0,1,1,2,0,1,1,1,3,Giỏi,70
21,91,74,9,2,2,2,1,0,1,1,0,0,0,0,2,0,2,Khá,69
27,62,63,5,4,4,1,2,1,0,1,2,0,0,0,2,0,1,Trung bình,67
20,65,74,6,0,3,1,0,0,0,1,1,2,0,1,1,1,0,Yếu,62
32,68,97,8,1,2,1,0,0,2,1,0,2,0,0,2,1,2,Khá,68
31,76,91,9,1,4,1,2,1,1,1,0,1,0,2,2,1,3,Giỏi,72
19,94,51,8,3,5,0,1,0,1,1,1,2,0,2,2,1,2,Khá,69
26,74,89,5,3,2,0,0,0,0,1,2,0,0,0,2,1,1,Trung bình,66
24,86,59,6,1,3,2,2,0,1,1,0,2,0,0,1,0,3,Giỏi,70
28,88,79,8,0,3,2,1,0,1,1,1,2,0,0,0,1,3,Giỏi,71
14,83,90,7,0,3,1,1,1,1,1,0,0,0,1,2,0,0,Yếu,65
24,74,78,6,3,3,2,1,1,1,1,0,2,0,1,2,0,3,Giỏi,70
26,83,70,7,2,4,0,0,0,2,0,1,0,1,0,1,1,0,Yếu,65
9,74,66,7,1,3,1,2,0,0,1,2,1,0,0,0,0,0,Yếu,62
13,63,65,5,2,2,2,1,1,1,1,2,1,0,0,0,1,0,Yếu,62
8,100,92,8,1,3,2,1,1,1,1,1,1,0,2,1,0,3,Giỏi,70
18,65,91,6,5,3,1,2,1,1,0,0,1,0,1,2,1,1,Trung bình,66
24,63,91,7,4,4,2,0,1,0,1,0,2,0,0,2,0,1,Trung bình,67
29,95,64,9,1,3,1,0,0,1,1,1,2,0,0,2,0,3,Giỏi,72
20,72,90,7,0,3,2,0,1,0,1,0,0,0,2,2,0,1,Trung bình,66
30,86,52,8,2,2,1,0,1,1,1,1,0,1,1,1,0,2,Khá,68
12,73,60,5,1,4,2,1,0,1,1,0,0,0,0,1,1,0,Yếu,62
10,76,76,8,2,3,0,1,1,1,1,2,2,1,2,1,1,0,Yếu,64
20,70,70,8,0,5,1,1,0,1,1,0,1,0,2,2,0,0,Yếu,65
22,74,56,6,4,3,1,0,1,0,1,1,0,0,2,1,1,1,Trung bình,66
20,76,52,7,2,3,1,0,0,1,1,0,1,0,0,2,0,0,Yếu,64
8,89,81,7,4,3,1,2,1,0,1,0,1,0,1,2,1,1,Trung bình,67
19,80,66,7,4,4,2,1,1,0,1,1,0,0,1,2,0,2,Khá,69
12,98,51,8,0,5,2,1,1,1,1,1,2,0,2,1,1,2,Khá,68
24,62,72,6,2,4,1,1,0,2,1,0,1,0,0,2,1,0,Yếu,64
22,80,65,7,2,2,2,1,1,1,1,2,1,0,0,1,0,2,Khá,68
14,83,79,9,1,3,0,0,1,1,1,1,2,0,0,2,1,0,Yếu,64
17,97,96,9,0,1,1,2,0,2,1,2,0,0,2,2,1,3,Giỏi,71
14,62,65,8,3,2,2,2,1,0,1,0,0,0,0,0,1,0,Yếu,61
20,83,100,7,4,3,0,1,0,1,1,0,0,0,1,2,1,2,Khá,68
26,94,54,10,2,5,2,1,1,0,1,2,1,0,0,2,1,3,Giỏi,73
14,70,54,9,3,1,2,1,1,1,0,1,2,0,1,2,1,0,Yếu,64
23,95,86,7,3,4,1,1,1,1,1,0,2,1,2,0,1,3,Giỏi,72
17,61,87,7,5,3,1,1,1,2,1,1,1,0,0,2,1,0,Yếu,65
15,89,71,6,1,4,1,1,1,1,1,1,2,0,0,2,0,2,Khá,68
19,97,64,8,2,3,2,0,1,1,1,0,2,0,0,2,1,3,Giỏi,71
14,86,90,8,3,3,1,0,1,1,0,1,0,1,2,2,1,0,Yếu,65
17,78,98,8,2,2,1,1,0,0,1,1,2,0,0,2,1,1,Trung bình,66
13,62,99,7,4,1,0,2,0,1,1,1,2,0,2,1,0,0,Yếu,63
32,97,82,5,1,3,1,2,0,1,1,1,1,0,0,1,1,3,Giỏi,74
20,79,87,7,2,4,2,0,1,0,0,1,1,1,0,2,0,1,Trung bình,66
16,61,91,8,2,3,1,0,0,2,1,1,1,0,1,1,1,0,Yếu,63
21,88,90,6,2,4,2,1,1,2,1,2,1,0,0,1,1,3,Giỏi,72
19,79,100,7,1,2,1,2,0,0,1,2,2,0,1,0,0,2,Khá,69
19,65,91,9,1,4,1,2,1,1,1,1,2,0,1,2,1,1,Trung bình,67
24,69,83,5,3,3,0,2,0,0,1,0,1,0,0,2,1,1,Trung bình,66
25,63,69,7,0,5,2,1,0,1,1,0,0,0,0,1,0,0,Yếu,64
17,83,80,9,4,2,0,1,0,1,1,1,0,0,1,2,0,1,Trung bình,67
17,85,94,7,4,3,1,0,0,2,1,0,2,0,1,2,0,2,Khá,69
18,80,65,6,2,2,1,0,1,1,1,0,0,0,1,2,0,0,Yếu,65
6,93,52,7,0,2,1,1,0,2,1,1,1,0,1,2,0,0,Yếu,64
11,94,66,8,1,4,1,0,1,2,0,2,1,0,0,2,0,0,Yếu,65
28,85,98,7,2,1,1,2,1,1,1,0,2,1,0,2,1,3,Giỏi,72
30,61,90,8,2,2,0,2,1,1,1,0,0,0,0,1,0,1,Trung bình,66
19,88,59,7,2,3,1,0,0,1,1,0,1,0,1,2,0,1,Trung bình,66
23,77,51,7,1,3,2,2,1,1,1,0,2,0,1,1,1,1,Trung bình,67
22,83,83,8,1,3,1,1,1,2,1,2,0,1,2,1,1,2,Khá,69
38,86,79,7,3,3,0,2,1,0,1,0,0,0,0,2,1,3,Giỏi,73
27,74,54,6,3,3,1,2,0,1,1,1,1,0,1,2,0,2,Khá,69
19,97,98,8,1,4,1,0,0,1,1,0,1,1,0,2,1,2,Khá,68
14,65,81,7,1,3,0,1,1,1,1,0,2,0,0,1,0,0,Yếu,61
10,87,83,6,0,4,1,0,1,1,0,0,2,0,0,2,1,0,Yếu,63
21,60,93,8,0,2,1,2,1,0,1,0,2,0,0,0,0,0,Yếu,63
15,97,67,9,1,2,0,1,1,1,1,0,1,0,1,2,1,2,Khá,68
11,65,78,7,2,3,1,2,0,1,1,0,1,0,2,2,0,0,Yếu,63
16,64,79,7,3,4,2,1,1,1,1,1,2,1,2,2,0,1,Trung bình,66
14,73,98,5,2,4,2,1,1,1,1,0,0,0,0,1,0,0,Yếu,65
30,75,57,7,0,1,2,2,0,2,1,0,1,1,1,2,0,2,Khá,68
25,69,88,7,0,4,1,1,1,2,1,0,0,0,1,2,0,1,Trung bình,66
20,83,79,7,2,5,0,0,0,0,0,1,2,0,2,1,1,1,Trung bình,66
29,78,92,6,2,4,2,1,0,1,1,0,0,0,0,2,1,3,Giỏi,70
20,61,92,8,0,2,0,0,1,1,1,1,0,0,0,2,0,0,Yếu,61
15,73,51,7,2,3,1,0,1,1,1,0,0,0,0,1,1,0,Yếu,61
29,92,63,10,1,4,1,1,1,2,1,0,0,0,0,1,1,3,Giỏi,71
23,88,59,7,1,2,0,1,1,1,1,1,0,0,0,2,1,1,Trung bình,67
14,89,73,4,2,3,2,2,1,1,1,1,0,0,1,2,1,3,Giỏi,70
19,88,95,5,2,4,2,1,0,1,1,0,0,0,1,1,1,2,Khá,69
15,72,50,8,2,4,2,2,0,1,1,1,1,0,0,2,0,0,Yếu,65
12,64,74,6,0,2,2,0,1,2,1,1,2,0,0,1,1,0,Yếu,61
26,71,94,6,3,4,1,0,0,0,1,0,2,0,2,2,1,2,Khá,68
31,93,96,5,2,2,2,0,1,1,1,0,2,0,0,2,1,3,Giỏi,74
12,99,83,6,1,3,1,1,0,0,1,1,0,0,0,2,0,1,Trung bình,67
23,80,91,7,5,1,1,1,1,0,1,2,0,0,0,2,0,3,Giỏi,70
16,60,66,8,1,2,0,1,1,0,1,2,1,1,0,1,0,0,Yếu,59
17,66,64,5,0,2,2,2,0,0,1,1,1,0,1,2,1,0,Yếu,64
16,73,52,8,2,4,2,1,1,1,1,1,2,0,1,2,0,1,Trung bình,66
15,83,75,5,1,3,0,0,1,1,1,1,1,0,0,0,0,0,Yếu,63
20,63,73,8,0,3,0,0,1,0,1,2,1,0,1,2,0,0,Yếu,61
15,98,69,8,2,4,0,2,1,0,1,0,1,0,0,1,0,2,Khá,68
22,75,56,6,3,3,1,1,0,0,1,1,2,0,0,0,1,0,Yếu,65
20,97,62,5,1,4,1,2,0,1,1,1,1,0,0,0,1,2,Khá,69
19,91,60,8,2,4,2,0,1,1,1,0,1,0,0,1,1,2,Khá,68
15,90,97,6,2,2,1,0,1,0,1,2,2,0,0,2,1,2,Khá,69
17,84,98,7,1,2,1,0,1,2,1,0,1,0,1,0,0,1,Trung bình,67
25,85,50,8,1,1,2,2,0,2,1,2,1,0,1,1,0,3,Giỏi,70
23,86,59,8,1,3,1,1,1,0,1,0,1,0,2,1,0,2,Khá,68
14,85,94,6,0,4,1,1,0,0,1,2,2,0,1,2,1,1,Trung bình,67
21,82,52,7,4,3,2,1,0,1,1,0,1,0,0,0,1,1,Trung bình,67
25,99,97,6,0,3,2,1,1,2,1,1,2,0,1,1,1,3,Giỏi,75
10,89,69,8,3,4,0,0,1,0,1,0,0,0,1,1,1,0,Yếu,63
23,91,77,9,1,5,0,1,0,2,1,0,2,0,0,2,1,3,Giỏi,70
16,95,88,6,2,4,1,0,1,0,1,2,2,0,0,2,0,3,Giỏi,70
23,69,62,7,1,4,1,2,1,1,1,1,1,1,0,0,1,0,Yếu,64
15,63,55,8,0,3,1,0,0,0,1,1,1,0,1,2,0,0,Yếu,59
9,79,90,7,1,3,1,0,0,2,1,2,1,0,0,2,1,0,Yếu,63
10,81,99,8,2,4,2,1,1,1,0,1,2,0,2,1,0,1,Trung bình,67
20,93,83,7,0,2,0,2,1,1,1,1,0,1,0,2,1,2,Khá,68
22,78,91,5,0,3,1,1,1,0,1,1,0,0,2,2,1,2,Khá,68
15,83,97,7,2,2,1,1,0,1,1,0,1,0,0,2,0,3,Giỏi,97
24,81,61,9,1,4,1,0,0,1,1,0,2,0,1,2,0,1,Trung bình,66
10,62,68,7,3,3,1,0,0,2,1,1,1,0,2,2,1,0,Yếu,61
20,85,61,9,2,3,2,1,0,2,1,2,2,0,1,2,1,3,Giỏi,70
13,93,53,4,1,1,0,0,1,2,1,1,2,0,2,2,1,0,Yếu,65
16,66,87,8,3,2,0,1,1,2,1,1,2,0,0,1,0,0,Yếu,64
20,84,57,6,2,4,1,2,1,2,1,1,2,0,0,0,0,2,Khá,69
15,84,55,6,1,2,1,2,0,0,1,1,0,0,0,2,1,0,Yếu,64
18,67,68,9,2,2,0,0,1,0,1,0,0,0,2,2,1,0,Yếu,61
26,65,53,7,3,2,0,1,0,0,1,2,2,0,0,2,0,0,Yếu,64
17,99,59,6,0,3,1,2,0,1,1,1,1,0,0,1,1,2,Khá,68
25,76,53,8,1,3,1,2,0,2,1,2,2,1,0,0,0,1,Trung bình,67
13,69,94,4,3,3,2,0,0,1,1,0,2,1,0,2,1,0,Yếu,62
23,67,89,9,2,2,1,1,1,1,1,0,1,0,0,2,0,1,Trung bình,66
29,87,93,10,1,4,1,2,1,2,1,0,1,0,0,1,1,3,Giỏi,72
5,84,93,8,4,3,1,1,1,2,1,2,2,0,1,1,1,2,Khá,68
15,86,97,8,4,3,1,2,1,1,1,2,2,0,0,2,1,3,Giỏi,71
23,64,59,7,3,2,1,1,1,2,1,1,2,0,0,1,0,0,Yếu,65
19,96,95,5,2,3,1,0,1,0,0,1,1,0,0,1,0,2,Khá,68
22,76,76,9,2,5,1,0,0,1,1,0,1,0,0,0,0,0,Yếu,65
16,73,58,8,1,4,2,0,1,1,1,1,1,0,0,2,0,0,Yếu,64
21,78,83,8,2,4,1,0,0,1,1,1,2,1,0,0,1,0,Yếu,65
19,76,66,8,0,4,2,2,1,0,1,0,0,1,0,2,1,0,Yếu,65
27,95,52,7,3,3,2,1,0,2,1,1,0,0,1,1,0,3,Giỏi,73
22,97,54,6,1,3,1,2,1,1,1,0,2,0,2,2,1,3,Giỏi,72
22,72,71,10,1,1,0,1,1,1,1,1,0,0,1,2,1,0,Yếu,64
18,95,91,7,0,4,1,1,1,0,1,0,2,1,2,1,1,2,Khá,69
17,91,66,6,1,3,1,1,0,2,1,2,2,0,0,2,1,2,Khá,69
17,97,88,9,0,2,1,2,1,1,0,1,2,0,0,2,1,3,Giỏi,70
22,70,53,7,1,3,0,1,0,0,1,0,2,0,0,2,0,3,Giỏi,83
17,83,70,7,3,5,2,1,0,0,1,0,1,0,2,2,0,2,Khá,68
22,71,56,9,1,3,0,2,1,2,1,0,1,1,1,2,0,3,Giỏi,84
32,93,93,8,1,3,1,1,1,2,1,1,0,0,2,0,0,3,Giỏi,75
25,60,98,8,1,5,0,2,0,1,1,1,1,0,2,2,0,1,Trung bình,67
18,83,66,5,0,4,1,2,1,1,1,2,2,0,2,2,1,2,Khá,69
27,74,99,8,3,4,2,1,0,2,0,1,2,0,0,2,1,3,Giỏi,71
18,73,88,5,1,5,1,0,1,1,1,1,2,0,1,2,0,1,Trung bình,66
8,86,50,6,1,2,1,2,0,2,1,1,2,0,1,2,1,0,Yếu,65
14,94,74,7,1,5,2,1,0,1,1,2,2,0,1,2,1,3,Giỏi,70
9,84,92,7,1,4,2,0,0,2,1,0,0,0,2,2,1,1,Trung bình,66
18,94,77,8,3,4,2,1,1,1,1,1,2,0,2,2,1,3,Giỏi,74
20,71,77,8,0,4,2,1,0,1,1,2,1,0,0,1,1,1,Trung bình,66
30,81,72,8,0,2,1,2,0,0,1,0,1,0,0,1,1,2,Khá,68
22,78,70,5,2,1,1,2,1,1,1,0,2,0,1,2,1,2,Khá,68
19,60,51,10,0,3,1,2,0,1,1,1,2,1,1,2,0,0,Yếu,62
25,82,81,7,2,2,1,2,1,1,1,1,1,0,2,1,1,3,Giỏi,71
7,86,88,9,2,2,1,0,0,1,1,0,0,0,1,2,0,0,Yếu,63
21,84,90,4,2,3,2,2,0,1,1,1,1,0,0,0,1,2,Khá,69
25,89,81,7,3,0,1,1,1,2,1,1,0,0,1,2,1,3,Giỏi,71
11,83,67,5,1,2,2,0,1,1,1,1,2,0,2,2,1,1,Trung bình,66
27,63,51,6,0,2,1,2,0,0,1,0,2,0,2,1,1,0,Yếu,64
22,65,95,7,3,2,1,1,1,0,1,0,2,0,0,1,0,0,Yếu,65
18,84,71,6,4,2,1,2,0,1,1,1,2,0,0,2,0,2,Khá,69
24,71,80,9,2,3,1,0,0,1,1,1,2,0,0,2,0,1,Trung bình,66
34,63,60,10,1,4,1,2,1,0,1,1,0,0,0,2,0,1,Trung bình,67
21,77,57,6,4,5,1,0,1,1,1,0,0,0,0,0,1,0,Yếu,65
21,82,54,6,3,2,0,0,1,2,1,0,0,0,1,1,1,0,Yếu,65
17,73,90,5,1,4,2,1,0,2,1,0,2,0,0,2,1,1,Trung bình,67
15,89,82,9,1,3,0,1,1,0,1,1,1,0,1,2,1,1,Trung bình,66
25,86,81,7,1,1,1,1,1,0,1,2,2,0,0,2,1,2,Khá,69
15,73,96,7,1,2,1,2,0,0,1,0,0,0,1,2,1,0,Yếu,64
20,90,58,7,1,4,1,1,1,2,1,2,1,0,0,2,1,3,Giỏi,70
17,86,59,7,3,3,2,1,1,0,1,0,2,0,2,1,1,2,Khá,68
23,85,59,6,1,1,2,0,1,0,1,1,0,0,0,2,1,2,Khá,68
22,82,71,7,1,3,2,1,1,0,1,2,2,0,0,2,0,2,Khá,69
26,60,94,7,3,2,1,1,1,2,1,2,2,0,0,1,0,2,Khá,68
17,88,94,8,5,2,1,1,1,1,1,1,1,1,1,2,0,3,Giỏi,70
18,75,80,5,2,3,2,1,1,1,1,0,1,0,0,2,0,1,Trung bình,67
14,98,83,7,3,3,2,2,1,1,0,0,2,0,1,2,1,3,Giỏi,72
17,93,95,6,1,4,2,0,0,1,1,0,1,0,0,2,1,2,Khá,69
22,84,81,7,1,3,2,1,0,1,1,1,2,0,0,1,1,2,Khá,69
25,70,61,8,3,4,0,1,1,0,0,0,2,0,1,1,0,0,Yếu,64
14,68,85,6,2,3,0,1,1,1,1,1,1,0,0,2,0,0,Yếu,63
25,74,88,9,3,3,2,2,1,1,1,1,1,1,0,2,1,3,Giỏi,70
28,79,82,4,0,3,2,1,1,1,1,1,2,0,0,2,1,3,Giỏi,70
22,72,64,9,1,2,2,1,1,0,1,1,0,0,1,2,0,1,Trung bình,66
31,81,70,9,1,4,1,1,0,0,1,0,1,0,2,2,0,3,Giỏi,70
15,67,74,6,0,2,1,2,1,2,1,2,2,0,2,2,0,1,Trung bình,66
13,99,57,6,1,5,1,1,1,1,1,0,0,0,1,2,1,2,Khá,68
9,64,73,5,1,4,1,1,0,1,1,1,2,0,1,2,1,0,Yếu,61
29,97,58,8,1,4,1,1,0,1,1,2,0,0,1,1,0,3,Giỏi,72
24,97,75,7,1,2,2,0,0,0,1,1,0,0,0,1,0,2,Khá,69
20,81,53,6,0,4,1,0,1,0,1,1,1,0,0,0,0,0,Yếu,63
22,89,97,5,2,5,1,2,1,1,1,1,1,0,0,2,1,3,Giỏi,72
13,77,62,10,1,4,1,1,1,1,1,2,1,0,1,1,1,0,Yếu,65
35,85,73,6,1,5,1,2,1,2,1,2,0,0,0,1,0,3,Giỏi,74
21,74,52,7,1,4,1,0,1,0,1,2,0,0,0,0,1,0,Yếu,62
21,72,60,7,0,4,2,1,0,0,1,0,1,0,2,2,1,0,Yếu,65
24,83,85,6,1,4,0,2,0,0,1,0,1,0,0,1,0,2,Khá,68
23,80,56,6,3,2,1,0,1,1,1,1,2,1,0,2,1,1,Trung bình,66
21,83,81,6,3,4,2,1,1,0,1,2,0,0,2,1,1,3,Giỏi,71
15,71,50,8,1,2,1,2,0,0,1,1,1,1,2,2,0,0,Yếu,62
23,75,73,6,1,2,0,2,1,0,1,0,2,0,0,1,0,0,Yếu,65
31,63,86,9,0,3,1,2,0,0,1,2,1,0,2,1,1,2,Khá,68
28,62,96,6,4,3,1,2,0,1,1,1,2,0,0,2,1,3,Giỏi,70
30,70,75,8,1,2,0,1,0,1,1,1,2,0,0,2,0,1,Trung bình,67
17,63,92,4,2,4,1,1,0,1,1,0,0,0,0,2,0,0,Yếu,63
14,64,90,6,0,2,2,2,1,0,1,0,0,0,0,2,0,0,Yếu,63
19,93,65,6,0,3,1,2,0,1,1,1,1,0,0,2,1,2,Khá,69
20,62,94,5,3,3,0,1,1,2,1,1,1,0,2,2,1,1,Trung bình,66
27,86,82,7,2,3,1,1,1,0,1,0,2,0,0,1,0,3,Giỏi,70
10,71,55,7,2,3,1,1,1,2,1,0,2,0,1,2,0,0,Yếu,63
29,95,97,4,0,4,0,1,1,1,1,1,2,1,1,1,0,3,Giỏi,72
19,79,59,10,1,3,2,1,1,0,1,1,1,1,1,1,1,0,Yếu,65
17,72,74,7,2,4,1,2,1,0,1,2,2,0,2,0,1,1,Trung bình,67
14,81,73,7,1,3,1,1,1,0,0,2,2,1,0,1,1,0,Yếu,63
10,75,81,9,3,5,2,1,0,1,1,0,0,0,0,2,0,0,Yếu,65
